r1,r2,r3,r4,t,d1,d2,h,p,freq_ghz,rotation
13.540135621784575,11.847517385358724,9.280870970549625,5.782845963729933,1.0093872131924155,1.0454598365195875,2.025597446632032,0.6279756395935894,14.051216124436037,4.0,180
13.779791742580466,11.88998004805911,9.049887896770864,5.884346977531873,1.0253260911433872,1.0274468468573303,1.960355747376506,0.6218095854155571,13.975651206830314,4.0,180
13.89378716655936,11.908611598906676,9.382960486134872,6.009926184223582,1.0282032399060388,1.0061882567951983,2.024967370898781,0.5998341963832455,14.604424522997354,4.0,180
12.920275180340472,10.95400744387454,9.000877439114653,5.901275757230508,1.0247576737583746,1.0057378223658522,1.923448810606843,1.000350482608083,11.869492126955349,4.2,180
13.161297148384438,10.781027493421602,9.338075443599818,6.141474549430998,0.9820501405829068,0.9801430638433212,1.992140063184076,0.996212586872576,11.680589459372763,4.2,180
12.372983142428392,10.97792372024146,9.187846033862538,5.952932878449566,0.9628637919611966,0.9864204137129604,1.999697308134754,0.9982354060094086,11.814904760103689,4.2,180
13.22428828677952,10.652135898777164,9.172944924905158,6.184482906227736,1.0042292030472784,0.9889595054197684,1.993794674752776,1.0065202421198245,12.351888676710164,4.2,180
12.394168118823895,10.591004032263228,9.016228228980165,5.881651186738009,0.998886298947,1.000106457209034,2.045608379157469,0.5837646453227476,12.914405556426658,4.4,180
12.546083807747076,10.740829968035795,8.894666079193138,6.070636818208489,0.9982418702526156,0.9806120284452275,1.9617265314848145,0.5864964691347545,12.959330415422745,4.4,180
13.013369231662374,10.491109112728438,9.052416936203668,6.287121206762189,0.9788522651067344,0.9620437100020044,2.0514636052514894,0.5605743761985189,12.99461634533238,4.4,180
12.4523486109662,10.656850509562526,8.828903482706567,5.978407189454003,1.0089963065311307,0.9798338222745148,1.9719966388141643,0.5660398356969767,12.628507987101168,4.4,180
12.196049998231508,10.324472087219998,8.53127758204679,5.967434820848193,0.9996019665818684,0.9868851307513538,2.027642502634675,0.6275189331225817,15.356042078419412,4.6,180
12.419358764943516,10.250638865980465,8.662863823346623,6.187893543744391,1.010173190860362,0.9645317092238064,2.0181598252578783,0.6250409376683699,15.43130518730059,4.6,180
12.544926162304987,10.1578361985227,8.344487264562169,6.016940282259917,0.9648704655850736,0.9952045797421282,2.05147369050582,0.5867008925498953,15.10335599326669,4.6,180
12.046120067690252,10.286956108899544,8.537096712868852,6.16789636580353,1.0190869665818338,1.009905458921372,2.0058252125737552,0.6147974032792148,15.232785469852857,4.6,180
12.00230164343936,9.582039326145598,8.540343334975574,6.14233710025426,1.0042172920417618,0.9964757388207603,2.016012396332387,0.6128002611886912,12.575564554621366,4.8,180
11.773248456509808,9.790076889840831,8.518697462166836,5.991027729412233,0.9771958628669768,0.9971719465834924,2.002702219363233,0.6514941408505532,12.540479841821266,4.8,180
12.045291094600778,9.587137227605307,8.429517676635696,6.1547915638341895,0.965307770061256,1.003592933615601,1.9765848599210785,0.6451807650018496,12.273798124196396,4.8,180
11.759986031094696,10.160886100427676,8.187575699322228,5.85964679970254,0.97396130859673,1.034548365732562,1.9815064117791483,0.6496666922154802,12.39930426472344,4.8,180
11.28278273796729,9.455321377143257,8.603151951340797,6.16704851051691,0.9829412436441546,1.0129514820612338,1.966739089093345,0.4822363236115378,12.754877729416158,5.0,180
11.766821354728016,9.6987499276991,8.12294209912799,5.979986911919762,1.0149953110731624,1.007829920746962,1.9842545011481183,0.4838092817988183,12.528468798535505,5.0,180
11.748172217024306,9.27245822508351,8.30475653859486,6.039785003416044,1.0150029652646466,1.01743950999438,1.972221390322986,0.4838304059983505,12.36662011857928,5.0,180
11.704499283031211,9.397019258330063,8.086176894887346,5.781437958969043,1.0350529510910187,1.016514272828506,2.0307958392509904,0.5096772538677947,12.644177090385847,5.0,180
11.045758994150145,9.07019493304976,7.039285860227918,5.2634740754415,1.0111182406259889,0.9907239911729712,2.0186198709666514,0.744634792448584,10.815946410903738,5.2,180
10.953242660730815,9.191197548737287,7.251368823423524,5.0384768544205,1.0018893998363927,1.0002160416971202,1.997742356124516,0.751234182968302,10.405608479748365,5.2,180
11.428469062950509,9.0802463328513,6.988416929747646,4.948370240313849,1.0220074136139443,1.0135121326632897,2.02241316712929,0.7560856777765711,10.620406118736318,5.2,180
10.957129430260956,9.05275024629507,7.237712237209627,5.087427767891906,0.980361803080984,0.9828894709418284,2.0043480861125365,0.7862372120949765,10.09773131546151,5.2,180
10.659006583188946,8.363320546969419,6.7137309848805256,3.970845726554861,0.991589833131262,0.9893240812068158,2.0002882824150547,0.5836839843137591,8.736757670726252,5.4,180
10.765332357854827,8.729494012749607,6.914671706163082,3.876741240298873,1.005978363051683,1.0135195771161385,1.9587519172624168,0.590108244328549,8.979072003844134,5.4,180
10.990535939616471,8.931013318366162,6.573647530507093,4.199514160458239,0.9816954855769336,1.0196134658865486,2.038819919234549,0.5782508553232667,9.088788202891038,5.4,180
10.577202846215592,8.69534476079677,6.831371433123765,4.09570715882962,1.0015079908629212,0.9966425186114738,2.0438425693222877,0.5968486723853315,9.13172641097776,5.4,180
10.16309514551473,8.126486378287854,6.525060677090643,3.950334289145553,1.0157239853730582,1.019519681005881,1.993794788418704,0.4937368225807137,8.21895510300242,5.6,180
10.350140176778512,8.163565965923857,6.807949717725491,3.9951186119177273,1.0025233039286194,0.9932078994878686,1.964408386948112,0.4659010614689731,8.101258931769166,5.6,180
10.138619382897296,8.807882184013474,6.456638287095153,3.89940940200149,1.0102027743122688,1.030586269579346,2.002583586277729,0.4854935272337978,7.705032413206607,5.6,180
10.160432621587496,8.121779788963165,6.34985394780688,4.009358418721911,0.9551434475677912,0.9735560806782512,1.9785122482394637,0.4720196559748696,8.063425360353131,5.6,180
10.061116038380495,8.143007799349673,6.597809885252649,4.09126502314891,0.9999616319998188,1.0060693380163337,2.0204605480767674,0.3810765909001717,6.944392796611609,5.8,180
9.933511493132045,7.869190656267206,6.554810187888278,3.992478786073188,0.9867365249872648,0.9867551036135082,1.9515840508886884,0.3874391941934027,7.011006473734451,5.8,180
9.827439996085346,8.129367639936323,6.427141654726731,3.8874799498390216,1.0204244457843827,0.9892580602086778,1.9836440363916483,0.3803129681546537,7.159962491190616,5.8,180
10.004007458173264,7.808141259816763,6.570704010534584,3.961200822059062,1.0377584794305894,0.9999776055600422,1.9105985800840533,0.3827159737883831,7.272243690916432,5.8,180
10.005728535977804,7.981966960468512,6.171510216641935,4.072972191678143,0.9855601092052656,1.0044857879883384,1.9490819028504107,0.4639421158101024,6.905325462369094,6.0,180
9.874319724347668,7.823310744737127,6.334879285895684,3.891966286555569,0.9937672113210057,0.9850776703411456,2.0347870302677795,0.4810749376164815,7.147893982044324,6.0,180
9.553487432633098,7.2781118991674205,6.077362800835613,4.113730158246577,0.9919749012136037,0.9849855076346976,2.065706411737449,0.4818925034875902,7.003422821068771,6.0,180
9.643079800333588,7.6796564132267795,6.328622512596821,4.128003782505568,1.0084493484847443,1.0145205806607829,2.046770804362807,0.4590050455903705,7.105680664946366,6.0,180
9.145799349142262,6.837682291808722,5.936106976793759,2.9389129433088788,1.0106244645718516,1.002275991306806,2.0073746682870266,1.1533109453156447,10.72080028473084,6.2,180
9.194952262830194,7.243838715285189,6.108702133549247,3.001699604704976,0.9680010133183132,1.0281981243455005,1.9727354178987824,1.155097083658083,10.99285564873816,6.2,180
9.389161856033448,7.192324386865273,6.196187764799694,2.96495824000668,1.0023824785873257,1.006359973888281,1.9686296596433928,1.1072240139679108,10.865778249467436,6.2,180
9.62313818880913,7.187078769132727,6.391608786810374,2.9882626601515385,1.0051857528306982,0.9735727185670946,1.9821170963252852,1.1146738696915213,11.348920842811172,6.2,180
9.240844831092431,7.399255732011792,6.279450409665162,3.097644080367881,0.9988191556538988,1.047804454213036,1.980584151883435,0.6498827037885908,10.245888901565303,6.4,180
9.628908539566684,7.318000450456977,6.158569029060842,3.0749413618124093,1.0137538437023557,1.0393225494275118,1.938086686690404,0.6564972465702519,10.402870509372006,6.4,180
8.836842387540816,7.352687117488276,6.166470827080383,3.0443778722991937,1.0471954386865925,0.9929351261634478,1.983153880693714,0.6615663670403568,10.707321944126516,6.4,180
9.095724803342932,7.109141530012973,6.331091469509929,3.022718359430282,0.9591054347399036,0.9754921640106178,2.0600494345530884,0.6653054533366404,10.339938854482178,6.4,180
9.068985442383234,7.101879607537837,6.18975946995418,2.918504196308473,0.9831810172265908,1.0054591150972678,1.996006616780182,0.414689245297621,9.266393594501675,6.6,180
9.16499741908138,7.2550048739516,6.159391862752212,3.008346704385695,0.9980823279486806,0.98330297694457,1.9971200563024083,0.4203295879936193,9.477384583745977,6.6,180
8.938055673938589,7.030100913395315,6.124503736267664,2.977589160169149,1.0097060656612629,1.0104568752149805,2.035559327216186,0.4216731876725733,9.689213157630748,6.6,180
8.92996849032507,6.971698108586169,6.090755879871901,2.9729294785656357,0.9772334654607812,0.99116616411654,1.9810194826552383,0.4044908485339581,9.439999997630547,6.6,180
9.109764251356664,6.927494849692395,6.191673470974545,3.010230491161179,0.9941986845212548,1.0000826576530972,2.0102596791377416,0.3530467777001974,8.853040925396034,6.8,180
8.749532957233994,7.018548356028528,5.9245145705184665,2.905734135445763,1.0154139756418952,1.0253524712160782,1.9657129438489027,0.3499374629247562,8.20668977545869,6.8,180
8.67593245017619,7.04462808171118,5.844962852291124,2.933471821503717,1.004589207289169,0.9895517513713796,1.9811671336889785,0.3551752821797242,8.30250532898116,6.8,180
8.738844992142635,6.921263038916544,6.014390355308289,3.0742896180893915,0.9866987655927676,1.018747539338393,1.968634308261184,0.3627834654283476,8.307258925678646,6.8,180
8.931155313077761,6.612030861686292,5.929510095846585,3.035479243731149,0.9796796694118356,0.9895552304091498,2.03124724820895,0.4390527419914938,8.487978349406841,7.0,180
8.707770540887642,6.801619306374305,5.715025020679234,2.922389708439697,0.9837405195071964,1.0047023988630333,2.048619296659908,0.4438974488477936,8.632520001531146,7.0,180
8.749988592420326,6.800341060721652,5.6239904030764185,2.990806142384507,0.9835173855732104,0.9750251477858458,2.013341960465448,0.4315954144366287,8.616900922366533,7.0,180
8.795023458575285,6.732514332357399,5.763454299887242,2.997439014226352,1.008257827904448,0.9854771119462729,2.014788237025565,0.4357483920934596,8.386154157227725,7.0,180
8.608915121026769,6.517684468728924,5.442084263383228,2.9325042386938707,1.025315498503331,1.0213137034944009,2.0214973541690933,0.2806498581404966,7.471613145514741,7.2,180
9.12146313539903,6.569966117172054,5.528071268693161,2.9761333251635875,1.007446511201206,1.0167122985577248,1.9954433442778767,0.2795942871744352,7.535872392695018,7.2,180
8.646523486410954,6.480012304324188,5.546034898200542,2.9919583667514384,0.9878352054132544,0.9844705118370328,2.1068705351902675,0.2685772228490332,7.2814521868828095,7.2,180
8.479905908925996,6.59319304518914,5.560133373587814,3.0332877913035183,1.0135322910355304,0.9871027938672534,2.0136176177400618,0.2652692788938029,7.407053552547898,7.2,180
8.245824892283958,6.2478862266114215,5.412806205818948,3.041316702058733,1.0195333073995625,1.000786261320486,2.031072307954606,0.3376709741675021,7.629463127706804,7.4,180
8.429756131440847,6.480270028819094,5.340282469699153,2.9407766907277866,0.9700392044921792,0.9857589166763407,2.022596691250917,0.3548306399062277,7.29480865839272,7.4,180
8.23517530626534,6.3074258321995735,5.262125663611718,2.918276950148841,0.9715589646771974,0.983563294071849,2.003450153449,0.3417358396217255,7.482629473504235,7.4,180
8.577836873111824,6.233372193611071,5.278116749608483,3.0614854040250465,0.991634632192724,0.9885266061828316,2.046539832572259,0.3478565854471991,7.665674253780835,7.4,180
8.371208254927115,6.256801573733361,5.249887815182143,3.019226970830762,1.0204176564200496,0.9890330892426996,2.0016482426712647,0.2496924216019768,7.098580739829569,7.6,180
8.129820253722267,6.4281391080779695,5.248498192305724,2.920984495582023,1.02416525650961,1.0446818616159546,2.040073358781976,0.2571349238361323,7.011951993424361,7.6,180
8.024190183323409,6.067640823152892,5.226528532562248,2.964481271536201,0.981708474433453,0.9987450663206264,2.0246234115144515,0.2427362122661892,6.937157133160746,7.6,180
8.550638533397974,6.164513664092107,5.290455163465155,2.9709161543070604,1.010915875196999,1.0219465501440574,2.029651270679401,0.2545457980110693,6.838776905322886,7.6,180
8.28041287249209,5.995971440014552,4.824916009494867,3.015494771219833,1.0097024511773915,1.006739133521204,1.966247600859011,0.4475812198068794,6.61340532839503,7.8,180
8.130105201558065,6.240223974596853,4.795705638317965,2.9156901383593823,1.019322593620082,0.9925925878067778,2.013680138296841,0.4540433732579884,6.71375922233038,7.8,180
7.957996498482322,6.058833569999047,4.810315075458942,2.9344690603747825,1.0066103905717518,1.03223820954935,1.980381513572252,0.4636353139350919,6.142573399814988,7.8,180
8.093693469521456,6.061808841117003,4.721424230168603,3.064887028177712,0.9934751263675234,0.9964504502581284,1.984912285008437,0.4423652939797613,6.352841762789995,7.8,180
8.153774957779234,5.746805922374404,4.529498987835355,2.777615676847773,1.0348724373458311,1.0153720753099271,1.977713178917876,0.3488706931403857,6.403732943334854,8.0,180
8.16145596859744,5.836934730489238,4.6987397205246015,2.7772565158536247,0.9794299151811746,0.9956571277384736,2.0110937671888087,0.3366357106724252,6.572013955779392,8.0,180
7.906720978613749,6.074444687271763,4.640684429707367,2.7965883089363555,0.991172353752681,1.0030308159153054,2.022010149721348,0.354020234238575,6.622124654833763,8.0,180
8.156158391970534,6.370621463383234,4.647468179862641,2.827140036633455,1.014080301486433,0.9798206804482348,1.9822439345432497,0.3365580489864921,6.584189817038543,8.0,180
7.872480419169051,5.916310364205969,4.5978709158133615,2.848336441367432,0.996765579939175,0.9866000980624356,2.045410989266128,0.6397510288794643,7.742998909072739,8.2,180
7.850521677652492,5.919530824517978,4.570094674540893,2.8509656837166277,1.0056781200235094,1.0117049506271771,2.0025654720951263,0.621509468728925,7.958197697433399,8.2,180
7.903000607489137,5.895907848497807,4.330298438600088,2.7777409332439515,1.001124113061783,0.994372600161886,1.9901270481795368,0.6361486912721378,7.827366850072218,8.2,180
7.642769330195709,5.858915964681273,4.5687702964951615,2.8945029702112515,1.0156425647818947,0.970634724802623,1.990705310424929,0.6332335932016273,8.028414578707775,8.2,180
7.985210119364975,5.791788224317631,4.505844877879566,2.8235380784674637,1.0165134190660732,0.9838856366677442,1.986193725310284,0.2837770939195599,7.900566085187556,8.4,180
7.817142446910576,5.779689028036242,4.514905093520939,2.796867055805465,0.9548157224484478,1.004310159386035,1.962867034768439,0.302914133755143,7.794903800363413,8.4,180
7.904741033087888,5.866586727191393,4.52727916964553,2.806983047548475,0.9948967164995708,0.9692745537191152,1.9409116814615588,0.2964966783654467,7.998675218571266,8.4,180
7.80389682434254,5.973775007808377,4.474870117270949,2.7459592874123477,0.9944380741402418,1.004517196726331,2.0129953887529832,0.3112702747919587,7.892974505599453,8.4,180
7.588831243438259,5.647725882043775,4.29798562550873,2.7719653838246354,0.9690148564731152,0.9897833088189396,1.957051903491288,0.2896403599132573,5.412475327416235,8.6,180
7.440842058443499,5.66538409307281,4.351693898017629,2.749382759783471,0.9947954273887376,0.9628351467577492,1.9802264019926925,0.3023938914042141,5.590743167857552,8.6,180
7.49161684358292,5.7178077443790825,4.169650494749841,2.730132843247948,1.0141932373127576,1.0334224245712649,2.019737279527348,0.2997579456807959,5.258529787882557,8.6,180
7.292588047481391,5.614493868132336,4.269206610416878,2.738073229799481,1.001310651616601,1.0023026273501563,2.037776634741611,0.3008196136980762,5.635123380516783,8.6,180
7.501199104432321,5.487313150571193,4.289402223644764,2.941293547197514,1.0562889490653231,1.0075051495633347,2.015233170113507,0.3738857102073972,5.187713647533164,8.8,180
7.61887611175089,5.323443842309569,4.31789151232047,2.979546205233299,1.0021431014567863,0.9744149205564948,2.021048080724956,0.3651798302535001,5.010016963799347,8.8,180
7.457385149195883,5.711751408190944,4.36650986521223,3.0027907902128845,1.0012795542273771,0.9925311406730096,2.0442402516601117,0.367565992959533,4.95786627253543,8.8,180
7.646788929549745,5.440787099515168,4.196828577106324,2.9051213531093403,1.0140838069024634,1.0388173387836377,2.028849014911992,0.38081731383985,4.915389786382267,8.8,180
7.434975993740174,5.298138728168106,4.280412163080005,2.84324384273174,1.002036412262066,0.9717471795479756,1.94739883577849,0.4861883606850922,7.573717888490938,9.0,180
7.705456391277186,5.547145490352023,4.136945272873438,2.879580252531908,1.018728008340293,0.9690940010894248,1.98787193533158,0.5109552241149581,7.582565026640219,9.0,180
7.206253932246578,5.465960152825989,4.116174948737069,2.7875219581575963,1.022759135388001,1.0003678843114263,1.980042498001522,0.5088934625377235,7.646212772262987,9.0,180
7.593885874544309,5.494428982272209,4.392998232278595,2.841042879216502,1.0053105729823295,1.0017901799952762,1.990509611236104,0.4878763170694027,7.356703273677029,9.0,180
7.258825885637459,5.325593928917857,4.423909883428366,2.797659355238971,1.0200695258175534,1.0215863131286425,1.9907421280924484,0.3035681412682211,6.468341354575768,9.2,180
7.4930318405354575,5.367399393856188,4.197618397096801,2.8090453805206157,1.0329622432364776,0.996375379309066,2.0179086012038026,0.3032752730264348,6.365239023108602,9.2,180
7.374563360585173,5.152253473884329,4.24619632684948,2.860240486179675,1.0071351258061672,0.9939104438450694,2.017858440849808,0.2996394465134692,6.501635205305739,9.2,180
7.39589550490114,5.222899019490132,4.303468930877703,2.7825129811020277,0.9682879325079948,0.981590884875014,2.062728257882553,0.3023083398875114,6.327933520817819,9.2,180
6.881269678629525,5.08855928218872,4.228017295720472,2.789541544450956,1.0261399910680804,1.007038615416373,2.018850018313836,0.2627871092497553,4.584377062957478,9.4,180
7.052439650707147,5.188035430268312,4.033238061477139,2.8099147634605552,1.0070400590787527,0.9969193336684826,2.0161818077234464,0.2685614557939604,4.4415846222262845,9.4,180
7.327978640356742,5.206993192368866,4.037609090906049,2.8318328811132982,0.985146422905977,0.9763063071267536,2.0413523776559592,0.260797862021504,4.583417032221889,9.4,180
7.064113431614626,5.078422246485785,4.133599600009109,2.832547133471678,0.9834731364634218,1.0143545121750013,2.004534821521009,0.2632173041185126,4.484711296477824,9.4,180
7.193379062178249,5.16765947982457,4.158822573523912,2.928579390709898,1.0098121380491178,1.017017218077184,2.029028319332749,0.0,4.029061046339803,9.6,180
6.989862272563723,4.939163250409599,3.9443692874828766,3.020378506002801,1.0037210568730437,1.0111515168564964,1.9464982522682843,0.0,4.164363607569662,9.6,180
7.010983018308907,4.993833468079346,4.125338193199027,3.12194022148262,0.9795270447660022,1.004064138667878,1.9680137031080944,0.0,3.9960327753694447,9.6,180
7.188625253825899,5.180099060068874,4.13674765585939,2.977404316618591,1.0498547773327704,0.9914489103734097,1.9771545634256105,0.0,4.111687325539579,9.6,180
7.033617891747239,5.1369449425394125,3.791617178526986,2.778741223603872,1.0014027103673226,1.0161220043360026,1.934088914355821,0.3088084909359918,4.062921340106547,9.8,180
6.894630415199503,4.96322104339079,3.840291366518704,2.6687102353785885,0.990731107727492,0.9629454427661944,2.0344703397681347,0.3071495616850954,3.943892468018893,9.8,180
6.948052016200385,4.873977033486335,3.92560536904232,2.6661108289746047,0.9823314968782472,1.021041497720475,1.9974451765950203,0.3121326537051208,4.003704797183532,9.8,180
6.772201230431633,5.020240205890722,3.949202412803389,2.739251134639608,1.0238120135773583,0.9869440741230842,1.9949098676405883,0.2989713010110732,3.8967402770467503,9.8,180
6.863624559278163,5.030965186871929,4.018987048303508,2.627312688296371,0.9688832117667012,1.0332955211749657,1.9963872395897948,0.2961155387657903,6.464381070563389,10.0,180
6.696131529904209,5.039463324652139,3.9685557649931176,2.773839682497875,1.0010330342889464,1.0285906394913689,2.0102677799617235,0.3051193959772144,6.593482095991484,10.0,180
6.9860141671427725,4.934097578763906,3.981371942710753,2.8034334733449344,0.981861260298082,1.0000861528468632,2.000595435008304,0.3024146445200611,6.4441685560337145,10.0,180
6.943434990171364,4.883453426650109,3.873443798604968,2.7005158234578697,0.977988693339397,0.965312284751022,2.005474932827576,0.3029273000521174,6.568470745473595,10.0,180
6.877135216154678,4.614471453989701,3.793840679623217,2.7026231147143114,0.9790558247984592,1.0122168206227338,1.9725224951333664,0.3405417746270194,6.417676953704433,10.2,180
6.876369597028272,4.813130315262403,3.8650333976557496,2.5453910497766032,1.0053554839498502,0.9757456240191482,2.017099241684833,0.3578600973814509,6.6755221066640615,10.2,180
6.897695312617606,4.79178169941685,3.748777295093725,2.5312411074131904,1.0256558571220542,0.9842048783975044,1.972029916073438,0.3388735767653487,6.361933986349948,10.2,180
6.633159452100977,4.795154489012983,3.830460702535581,2.561467033851497,0.98437617947706,1.0104472042766894,1.9907149723801856,0.3387857106183218,6.577602966650155,10.2,180
6.680966692496786,4.673844145765026,3.9366951277344735,2.5334098921778816,0.997058530009828,1.0016121555124105,1.968728390810667,0.2948359017410129,7.107680650275353,10.4,180
6.759622236380979,4.742798053211158,3.921906639200591,2.502310163790748,1.0139282378164554,1.0187021752204557,2.036449120207626,0.299395332504324,7.194178982187238,10.4,180
6.730613731352132,4.759443362101186,3.922002855485121,2.512350335374209,0.9852849601949936,1.0140270167668963,2.113811775796305,0.2977512295512595,7.009939260159492,10.4,180
6.640208494577467,4.654126129253178,4.0204670592932565,2.4663514491136267,0.9905183905326728,0.968250143525374,1.9696955310183104,0.2897496006422799,7.088452657889669,10.4,180
6.969560033282524,4.566265550984152,3.6733263970927417,2.5449999832214862,0.9854615008213968,1.0259869386110707,1.9887188380884024,0.3850718376251543,6.975085942195603,10.6,180
6.700026532443577,4.579077301970479,3.7622489225876783,2.4900584198510565,0.9745628963099824,1.0079406320458797,1.9285309362462035,0.386535852655949,7.106313929236304,10.6,180
6.640002373347119,4.654309492714748,3.79505652887337,2.558487309049276,1.018493983935396,1.0089228200849536,2.0371018310925417,0.3958533037243479,6.938475108131436,10.6,180
6.422605343656744,4.63867331557752,3.841502781543188,2.554523599556928,0.981273574499094,0.9818713788144569,2.0183960106523107,0.3894448974869459,6.735993374520042,10.6,180
6.548764061288045,4.333281937650994,3.6300510151613694,2.567584068643005,1.0364975803561425,0.9756868726305608,1.9868243385034925,0.4103495046892453,6.213747231309789,10.8,180
6.435927036782828,4.457080437927004,3.814605691326252,2.481260542364087,1.014444034179329,0.9704571406977516,1.993150690236307,0.3963913059257234,5.873347946285316,10.8,180
6.609096176169794,4.495508514802196,3.67638617519908,2.4625625188009543,0.9955868785351744,1.006022263342014,2.0393166482584704,0.3884737971904062,5.900188659088463,10.8,180
6.520682511484571,4.491102319563394,3.7298498419469777,2.513377014306328,0.9939026427401318,0.9894629360802564,1.99017994041058,0.4194196872685464,5.912159048051314,10.8,180
6.391960739437574,4.416134114831861,3.712345266950961,1.9879876696705476,1.0191761331202192,1.0246395880653003,1.997449829400374,0.2987356861255394,4.967094632795178,11.0,180
6.3672546388169495,4.475173107730762,3.616632718362397,2.009411588366795,0.9774955297924032,0.9806501984524952,2.0857378729910794,0.2989330456482678,4.922522800442164,11.0,180
6.58318069319543,4.4247991522841525,3.641627154014246,1.994478116988739,0.993626538188464,0.9966082725500542,1.944690473188055,0.2994724355434806,5.029603307704261,11.0,180
6.636859293932002,4.407567917720459,3.431939252960858,1.9962405826886152,1.054790082662166,1.0173273246997008,1.9675644422476564,0.3035466390865833,4.9257986575110255,11.0,180
6.178066445017548,4.319691865398635,3.356132271429004,1.925113779902664,0.9770168141892271,1.000206711263647,1.983673072960442,0.3326057543895642,4.878533167269144,11.2,180
6.440692446066269,4.2470129585557626,3.4600631982298213,1.9313696686248676,0.9781489145923318,1.0083474160606365,2.066569330059905,0.3320792840383667,5.056285792018239,11.2,180
6.3522271865124775,4.260703334491978,3.317160730667962,1.951523611200749,0.9744258006444626,1.0080349783863949,1.9550728807164812,0.3321090564443742,4.86981772477789,11.2,180
6.387640643554827,4.307484616500222,3.4442432407545933,2.0129487558231625,1.0247156578598828,0.9848870656714962,2.0022457336097665,0.3235248247564325,4.958639475725558,11.2,180
6.316712763711432,4.286850334800219,3.1709923141750296,1.943459307053894,0.953205037685852,0.9788730707299308,2.025099755866874,0.2516878076335309,4.86318771537467,11.4,180
6.57744411854658,4.294624843663201,3.2708679905957143,2.02569268586002,1.0132505225956256,0.9695537153878389,1.9907576128040203,0.2515852181985044,5.244631785891032,11.4,180
6.147450841470018,4.2588379009583255,3.182360944435302,1.940133580931085,1.027051878195131,1.0484489580216698,1.9809700352274957,0.2531337996364091,4.776307450127398,11.4,180
6.318998192747693,4.322476208184954,3.2076657517865907,2.008855010159049,1.0079034628563095,1.006461665158758,1.9873550051212605,0.2542715664862138,5.066583309780671,11.4,180
6.301576733687113,4.37639874713578,3.250564835166223,1.7488165655143038,0.971315555850848,0.9848891856251896,1.9577493836683733,0.3045315106558565,5.538644064358671,11.6,180
6.438497183216949,4.33409786629734,3.213353573239896,1.8431902720923905,1.009394546794701,1.0013620192687545,2.059218121357228,0.3006910852989167,5.466522533459028,11.6,180
6.194434269394016,4.360460189477905,3.279171234677918,1.798178853548397,1.0261583124755969,0.9605996993605684,1.9977818650076835,0.2997594305273733,5.420030619035192,11.6,180
6.600366490785715,4.294307433588767,3.1739052306173168,1.8009346360836065,0.9599437252294836,0.9848026414931016,2.039329598777816,0.2962263278704033,5.40882373209197,11.6,180
6.413690704564299,4.363921624080905,3.1825703997461514,1.783615775974608,0.9952105786976736,0.9839170007685007,1.960209075238854,0.2937335010701494,5.432014015253627,11.8,180
6.120659876164407,4.117085064923833,3.1638223681944964,1.808445440912164,1.0340158551685663,0.986633232632906,2.011844023584931,0.3018762754756487,5.472077868276192,11.8,180
6.34304169859371,4.31589448088231,3.170626898997445,1.7907969706182794,0.9928493978289094,0.9726449220240588,1.9677632888552925,0.2962679548565898,5.376363106132763,11.8,180
6.304990495835957,4.351713368863896,3.092792066763264,1.8102038916868068,0.9793177772094058,0.9939015565812168,1.972386816832889,0.3036113738916386,5.4253333008773605,11.8,180
